id,nama_node1,nama_node2,kode_node1,kode_node2,kode_jalan,tanggal_mulai,tanggal_selesai,nama_jalan,kelurahan,kecamatan,panjang_jalan,lebar_jalan,luasan_pengerjaan,jenis_pekerjaan,deskripsi_pembangunan
"55,"""","""","""","""","""",2022-01-06T00:00:00,2022-01-06T00:00:00,JL. DUPAK RUKUN,DUPAK,KREMBANGAN,37.5,3,62.75,""Pemeliharaan Rutin Jalan, Jembatan, dan Kelengkapannya"",KANCINGAN"
"56,"""","""","""","""","""",2022-01-25T00:00:00,2022-01-25T00:00:00,JL. EMBONG BLIMBING,EMBONG KALIASIN,GENTENG,1,4,1,""Pemeliharaan Rutin Jalan, Jembatan, dan Kelengkapannya"",KANCINGAN"
"57,"""","""","""","""","""",2022-01-08T00:00:00,2022-01-08T00:00:00,JL. EMBONG MALANG,KEDUNGDORO,TEGALSARI,16.5,3,20.5,""Pemeliharaan Rutin Jalan, Jembatan, dan Kelengkapannya"",KANCINGAN"
"58,"""","""","""","""","""",2022-01-20T00:00:00,2022-01-20T00:00:00,JL. EMBONG SAWO,EMBONG KALIASIN,GENTENG,12,4,27,""Pemeliharaan Rutin Jalan, Jembatan, dan Kelengkapannya"",KANCINGAN"
"59,"""","""","""","""","""",2022-01-26T00:00:00,2022-01-26T00:00:00,JL. FLORES TIMUR,NGAGEL,WONOKROMO,3,2,2,""Pemeliharaan Rutin Jalan, Jembatan, dan Kelengkapannya"",KANCINGAN"
"60,"""","""","""","""","""",2022-01-14T00:00:00,2022-01-14T00:00:00,JL. GADEL TIMUR,KARANG POH,TANDES,96,3,192,""Pemeliharaan Rutin Jalan, Jembatan, dan Kelengkapannya"",KANCINGAN"
"61,"""","""","""","""","""",2022-01-11T00:00:00,2022-01-11T00:00:00,JL. GAYUNG KEBONSARI TIMUR,GAYUNGAN,GAYUNGAN,15,1,19.5,""Pemeliharaan Rutin Jalan, Jembatan, dan Kelengkapannya"",KANCINGAN"
"62,"""","""","""","""","""",2022-01-19T00:00:00,2022-01-19T00:00:00,JL. GAYUNGSARI BARAT,GAYUNGAN,GAYUNGAN,31,2,56,""Pemeliharaan Rutin Jalan, Jembatan, dan Kelengkapannya"",KANCINGAN"
"63,"""","""","""","""","""",2022-01-06T00:00:00,2022-01-06T00:00:00,JL. GEBANG LOR,GEBANG PUTIH,SUKOLILO,12,1.5,18,""Pemeliharaan Rutin Jalan, Jembatan, dan Kelengkapannya"",KANCINGAN"
"64,"""","""","""","""","""",2022-01-19T00:00:00,2022-01-19T00:00:00,JL. GEMBONG ITC,KAPASAN,SIMOKERTO,27,3,38.5,""Pemeliharaan Rutin Jalan, Jembatan, dan Kelengkapannya"",KANCINGAN"
"65,"""","""","""","""","""",2022-01-19T00:00:00,2022-01-19T00:00:00,JL. GEMBONG TEBASAN,KAPASARI,GENTENG,18,3,26.5,""Pemeliharaan Rutin Jalan, Jembatan, dan Kelengkapannya"",KANCINGAN"
"66,"""","""","""","""","""",2022-01-15T00:00:00,2022-01-15T00:00:00,JL. GENTENG KALI,GENTENG,GENTENG,27,2,37,""Pemeliharaan Rutin Jalan, Jembatan, dan Kelengkapannya"",KANCINGAN"
"67,"""","""","""","""","""",2022-01-19T00:00:00,2022-01-19T00:00:00,JL. GOLF,GUNUNGSARI,DUKUH PAKIS,19,2,23.5,""Pemeliharaan Rutin Jalan, Jembatan, dan Kelengkapannya"",KANCINGAN"
"68,"""","""","""","""","""",2022-01-20T00:00:00,2022-01-20T00:00:00,JL. GOLF III,GUNUNGSARI,DUKUH PAKIS,7,2.5,12.5,""Pemeliharaan Rutin Jalan, Jembatan, dan Kelengkapannya"",KANCINGAN"
"69,"""","""","""","""","""",2022-01-25T00:00:00,2022-01-25T00:00:00,JL. GUBENG DEPAN TAMAN LANSIA,GUBENG,GUBENG,3,3,1.5,""Pemeliharaan Rutin Jalan, Jembatan, dan Kelengkapannya"",KANCINGAN"
"70,"""","""","""","""","""",2022-01-07T00:00:00,2022-01-07T00:00:00,JL. GUBENG KERTAJAYA,GUBENG,GUBENG,20,2,25,""Pemeliharaan Rutin Jalan, Jembatan, dan Kelengkapannya"",KANCINGAN"
"71,"""","""","""","""","""",2022-01-12T00:00:00,2022-01-12T00:00:00,JL. GUBENG MASJID,PACAR KELING,TAMBAKSARI,45.5,3,51,""Pemeliharaan Rutin Jalan, Jembatan, dan Kelengkapannya"",KANCINGAN"
"72,"""","""","""","""","""",2022-01-04T00:00:00,2022-01-04T00:00:00,JL. GUBENG POJOK,GUBENG,GUBENG,14.5,3,17.5,""Pemeliharaan Rutin Jalan, Jembatan, dan Kelengkapannya"",KANCINGAN"
"73,"""","""","""","""","""",2022-01-11T00:00:00,2022-01-11T00:00:00,JL. GUNUNG ANYAR SAWAH,GUNUNG ANYARA TAMBAK,GUNUNG ANYAR,6,3,8,""Pemeliharaan Rutin Jalan, Jembatan, dan Kelengkapannya"",KANCINGAN"
"74,"""","""","""","""","""",2022-01-11T00:00:00,2022-01-11T00:00:00,JL. GUNUNG ANYAR TAMBAK,GUNUNG ANYARA TAMBAK,GUNUNG ANYAR,6,2,8,""Pemeliharaan Rutin Jalan, Jembatan, dan Kelengkapannya"",KANCINGAN"
"75,"""","""","""","""","""",2022-01-19T00:00:00,2022-01-19T00:00:00,JL. GUNUNGSARI EXIT TOL,GUNUNGSARI,DUKUH PAKIS,8,1,4,""Pemeliharaan Rutin Jalan, Jembatan, dan Kelengkapannya"",KANCINGAN"
"76,"""","""","""","""","""",2022-01-11T00:00:00,2022-01-11T00:00:00,JL. HAYAM WURUK,SAWUNGGALING,WONOKROMO,135,8,639,""Pemeliharaan Rutin Jalan, Jembatan, dan Kelengkapannya"",KANCINGAN"
"77,"""","""","""","""","""",2022-01-13T00:00:00,2022-01-13T00:00:00,JL. HR MUHAMMAD,PRADAHKALI KENDAL.,DUKUH PAKIS,18,2,23,""Pemeliharaan Rutin Jalan, Jembatan, dan Kelengkapannya"",KANCINGAN"
"78,"""","""","""","""","""",2022-01-05T00:00:00,2022-01-05T00:00:00,JL. HUSIN,NYAMPLUNGAN,PABEAN CANTIKAN,10,2,13,""Pemeliharaan Rutin Jalan, Jembatan, dan Kelengkapannya"",KANCINGAN"
"79,"""","""","""","""","""",2022-01-25T00:00:00,2022-01-25T00:00:00,JL. IGUSTI NGURAH RAI,GUNUNG ANYAR,GUNUNG ANYAR,3,2,3.5,""Pemeliharaan Rutin Jalan, Jembatan, dan Kelengkapannya"",KANCINGAN"
"80,"""","""","""","""","""",2022-01-10T00:00:00,2022-01-10T00:00:00,JL. IMAM BONJOL,DR. SOETOMO,TEGALSARI,51,2,30.5,""Pemeliharaan Rutin Jalan, Jembatan, dan Kelengkapannya"",KANCINGAN"
"81,"""","""","""","""","""",2022-01-06T00:00:00,2022-01-06T00:00:00,JL. INDRAPURA,KREMBANGAN SELATAN,KREMBANGAN,28,3,36.5,""Pemeliharaan Rutin Jalan, Jembatan, dan Kelengkapannya"",KANCINGAN"
"82,"""","""","""","""","""",2022-01-15T00:00:00,2022-01-15T00:00:00,JL. IR. SOEKARNO,KALIJUDAN,MULYOREJO,72,3,68,""Pemeliharaan Rutin Jalan, Jembatan, dan Kelengkapannya"",KANCINGAN"
"83,"""","""","""","""","""",2022-01-15T00:00:00,2022-01-15T00:00:00,JL. JAGIR SIDOSERMO XII,JAGIR,WONOKROMO,4,2,4,""Pemeliharaan Rutin Jalan, Jembatan, dan Kelengkapannya"",KANCINGAN"
"84,"""","""","""","""","""",2022-01-10T00:00:00,2022-01-10T00:00:00,JL. JAGIR WONOKROMO,JAGIR,WONOKROMO,38,3.5,63.5,""Pemeliharaan Rutin Jalan, Jembatan, dan Kelengkapannya"",KANCINGAN"
"85,"""","""","""","""","""",2022-01-20T00:00:00,2022-01-20T00:00:00,JL. JAJAR TUNGGAL TIMUR III,JAJAR TUNGGAL,WIYUNG,24.5,3,43.5,""Pemeliharaan Rutin Jalan, Jembatan, dan Kelengkapannya"",KANCINGAN"
"86,"""","""","""","""","""",2022-01-05T00:00:00,2022-01-05T00:00:00,JL. JAKARTA,PERAK TIMUR,PABEAN CANTIKAN,23,4,50.5,""Pemeliharaan Rutin Jalan, Jembatan, dan Kelengkapannya"",KANCINGAN"
"87,"""","""","""","""","""",2022-01-14T00:00:00,2022-01-14T00:00:00,JL. JAKSA AGUNG SUPRAPTO,KETABANG,GENTENG,8,2,5.5,""Pemeliharaan Rutin Jalan, Jembatan, dan Kelengkapannya"",KANCINGAN"
"88,"""","""","""","""","""",2022-01-10T00:00:00,2022-01-10T00:00:00,JL. JAMBANGAN,JAMBANGAN,JAMBANGAN,14,2.5,24,""Pemeliharaan Rutin Jalan, Jembatan, dan Kelengkapannya"",KANCINGAN"
"89,"""","""","""","""","""",2022-01-10T00:00:00,2022-01-10T00:00:00,JL. JAMBANGAN KEBON AGUNG,JAMBANGAN,JAMBANGAN,12,2,15,""Pemeliharaan Rutin Jalan, Jembatan, dan Kelengkapannya"",KANCINGAN"
"90,"""","""","""","""","""",2022-01-28T00:00:00,2022-01-28T00:00:00,JL. JAWAR DEPAN PINTU MASUK GBT,BENOWO,PAKAL,25,4,31.5,""Pemeliharaan Rutin Jalan, Jembatan, dan Kelengkapannya"",KANCINGAN"
"91,"""","""","""","""","""",2022-01-27T00:00:00,2022-01-27T00:00:00,JL. JELIDRO,SAMBIKEREP,SAMBIKEREP,42,1,59,""Pemeliharaan Rutin Jalan, Jembatan, dan Kelengkapannya"",KANCINGAN"
"92,"""","""","""","""","""",2022-01-05T00:00:00,2022-01-05T00:00:00,JL. JEMUR ANDAYANI DEPAN LAMPU MERAH,JEMUR WONOSARI,WONOCOLO,7,3,16,""Pemeliharaan Rutin Jalan, Jembatan, dan Kelengkapannya"",KANCINGAN"
"93,"""","""","""","""","""",2022-01-13T00:00:00,2022-01-13T00:00:00,JL. JEMURSARI,JEMUR WONOSARI,WONOCOLO,89,3,147.5,""Pemeliharaan Rutin Jalan, Jembatan, dan Kelengkapannya"",KANCINGAN"
"94,"""","""","""","""","""",2022-01-17T00:00:00,2022-01-17T00:00:00,JL. JEPARA,JEPARA,BUBUTAN,41,4,95,""Pemeliharaan Rutin Jalan, Jembatan, dan Kelengkapannya"",KANCINGAN"
"95,"""","""","""","""","""",2022-01-20T00:00:00,2022-01-20T00:00:00,JL. JETIS KULON I,WONOKROMO,WONOKROMO,37,4,83,""Pemeliharaan Rutin Jalan, Jembatan, dan Kelengkapannya"",KANCINGAN"
"96,"""","""","""","""","""",2022-01-06T00:00:00,2022-01-06T00:00:00,JL. JOHOR,BUBUTAN,BUBUTAN,11,4,36,""Pemeliharaan Rutin Jalan, Jembatan, dan Kelengkapannya"",KANCINGAN"
"97,"""","""","""","""","""",2022-01-04T00:00:00,2022-01-04T00:00:00,JL. KALIANYAR,KAPASARI,GENTENG,14,2,17.5,""Pemeliharaan Rutin Jalan, Jembatan, dan Kelengkapannya"",KANCINGAN"
"98,"""","""","""","""","""",2022-01-06T00:00:00,2022-01-06T00:00:00,JL. KALIASIN,KEDUNGDORO,TEGALSARI,9,1.5,7,""Pemeliharaan Rutin Jalan, Jembatan, dan Kelengkapannya"",KANCINGAN"
"99,"""","""","""","""","""",2022-01-31T00:00:00,2022-01-31T00:00:00,JL. KALIBUTUH,TEMBOK DUKUH,BUBUTAN,18.5,2,21.5,""Pemeliharaan Rutin Jalan, Jembatan, dan Kelengkapannya"",KANCINGAN"
"100,"""","""","""","""","""",2022-01-07T00:00:00,2022-01-07T00:00:00,JL. KALIJUDAN,KALIJUDAN,MULYOREJO,4,1,2,""Pemeliharaan Rutin Jalan, Jembatan, dan Kelengkapannya"",KANCINGAN"
"101,"""","""","""","""","""",2022-01-28T00:00:00,2022-01-28T00:00:00,JL. KALIMAS BARAT,KREMBANGAN UTARA,PABEAN CANTIKAN,1,2,1,""Pemeliharaan Rutin Jalan, Jembatan, dan Kelengkapannya"",KANCINGAN"
"102,"""","""","""","""","""",2022-01-04T00:00:00,2022-01-04T00:00:00,JL. KALIMAS BARU,PERAK TIMUR,PABEAN CANTIKAN,39,3,70.5,""Pemeliharaan Rutin Jalan, Jembatan, dan Kelengkapannya"",KANCINGAN"
"103,"""","""","""","""","""",2022-01-18T00:00:00,2022-01-18T00:00:00,JL. KALISARI I,KAPASARI,GENTENG,16,1.5,15,""Pemeliharaan Rutin Jalan, Jembatan, dan Kelengkapannya"",KANCINGAN"
"104,"""","""","""","""","""",2022-01-29T00:00:00,2022-01-29T00:00:00,JL. KALIWARU,KALIRUNGKUT,RUNGKUT,2,3,1.5,""Pemeliharaan Rutin Jalan, Jembatan, dan Kelengkapannya"",KANCINGAN"
"105,"""","""","""","""","""",2022-01-28T00:00:00,2022-01-28T00:00:00,JL. KAMPUNG MALANG TENGAH I,WONOREJO,TEGALSARI,19.5,0.8,9.75,""Pemeliharaan Rutin Jalan, Jembatan, dan Kelengkapannya"",KANCINGAN"
"106,"""","""","""","""","""",2022-01-28T00:00:00,2022-01-28T00:00:00,JL. KAMPUNG MALANG UTARA I,TEGALSARI,TEGALSARI,3.5,1.5,1.75,""Pemeliharaan Rutin Jalan, Jembatan, dan Kelengkapannya"",KANCINGAN"
"107,"""","""","""","""","""",2022-01-28T00:00:00,2022-01-28T00:00:00,JL. KAMPUNG MALANG UTARA VII,TEGALSARI,TEGALSARI,10,1,5,""Pemeliharaan Rutin Jalan, Jembatan, dan Kelengkapannya"",KANCINGAN"
"108,"""","""","""","""","""",2022-01-22T00:00:00,2022-01-22T00:00:00,JL. KAPASAN,KAPSAN,SIMOKERTO,60,2,54,""Pemeliharaan Rutin Jalan, Jembatan, dan Kelengkapannya"",KANCINGAN"
"109,"""","""","""","""","""",2022-01-31T00:00:00,2022-01-31T00:00:00,JL. KAPUAS,DR. SOETOMO,TEGALSARI,1.5,2,0.75,""Pemeliharaan Rutin Jalan, Jembatan, dan Kelengkapannya"",KANCINGAN"
"110,"""","""","""","""","""",2022-01-10T00:00:00,2022-01-10T00:00:00,JL. KARAH AGUNG,KARAH,JAMBANGAN,14,1,36,""Pemeliharaan Rutin Jalan, Jembatan, dan Kelengkapannya"",KANCINGAN"
